"","V1"
"AC009133.17",0.627142857142857
"AC009134.1",0
"AC009158.1",0
"AC009227.2",0.000714285714285714
"AC009228.1",0
"AC009229.4",0
"AC009234.1",0.0792857142857143
"AC009236.1",0.0307142857142857
"AC009237.8",0.547142857142857
"AC009245.3",0.897857142857143
"AC009299.3",4.18928571428571
"AC009299.4",0.132142857142857
"AC009302.2",0.249285714285714
"AC009303.1",0.000714285714285714
"AC009362.2",0.01
"AC009403.2",11.8921428571429
"AC009404.2",2.72428571428571
"AC009413.2",0.0257142857142857
"AC009414.1",0
"AC009469.1",2.575
"AC009474.2",0
"AC009478.1",0
"AC009480.3",0
"AC009495.4",0
"AC009499.1",0.476428571428571
"AC009501.4",0.123571428571429
"AC009502.4",0.0335714285714286
"AC009505.2",0
"AC009506.1",2.08857142857143
"AC009506.2",0.0814285714285714
"AC009784.3",3.64928571428571
"AC009945.4",0
"AC009948.5",21.725
"AC009948.7",0.355
"AC009950.2",0.0714285714285714
"AC009951.1",0.13
"AC009951.2",0
"AC009961.2",0.0735714285714286
"AC009961.3",2.66285714285714
"AC009963.4",0
"AC009963.5",0
"AC009963.6",0
"AC009967.3",0.0228571428571429
"AC009974.11",0
"AC009977.1",0
"AC010084.1",0
"AC010095.7",0
"AC010096.1",0
"AC010127.3",0.00214285714285714
"AC010127.5",0
"AC010136.2",0.0407142857142857
"AC010148.1",0.235
"AC010149.4",0.331428571428571
"AC010150.1",0.117857142857143
"AC010226.4",0.675714285714286
"AC010240.2",0
"AC010240.3",0
"AC010243.1",0
"AC010296.1",0
"AC010327.1",0
"AC010335.1",0.589285714285714
"AC010336.1",0.127857142857143
"AC010441.1",10.7871428571429
"AC010468.1",0.211428571428571
"AC010492.2",0.0542857142857143
"AC010522.1",0
"AC010524.2",0.0828571428571429
"AC010525.4",0
"AC010536.1",0.507142857142857
"AC010620.1",0
"AC010642.1",0.621428571428571
"AC010649.1",0
"AC010677.5",0
"AC010729.1",0.0178571428571429
"AC010733.5",0.49
"AC010733.7",0
"AC010761.10",0.0292857142857143
"AC010761.13",0
"AC010761.14",0.0957142857142857
"AC010761.6",0.0414285714285714
"AC010761.8",0.0585714285714286
"AC010877.1",0
"AC010878.3",0.0164285714285714
"AC010883.5",1.54571428571429
"AC010886.2",0.000714285714285714
"AC010890.1",0.446428571428572
"AC010894.3",1.04857142857143
"AC010907.2",0
"AC010970.2",0
"AC010971.1",0
"AC010976.2",0.00214285714285714
"AC010980.2",0.232142857142857
"AC010984.3",0.00857142857142857
"AC010984.4",0
"AC010999.1",0
"AC011242.5",0
"AC011242.6",1.47214285714286
"AC011288.2",0.00642857142857143
"AC011290.5",0.00642857142857143
"AC011293.1",0
"AC011322.1",0.0364285714285714
"AC011330.5",0.824285714285714
"AC011330.6",0
"AC011385.1",0.00642857142857143
"AC011385.2",0
"AC011407.1",0
"AC011453.1",0
"AC011498.1",0.055
"AC011499.1",0
"AC011518.1",0
"AC011526.1",0.000714285714285714
"AC011558.5",0
"AC011718.1",0.0142857142857143
"AC011718.2",0.0435714285714286
"AC011737.2",36.6485714285714
"AC011747.3",0.09
"AC011747.4",0.422142857142857
"AC011747.7",1.41
"AC011753.5",0.0192857142857143
"AC011893.3",0.961428571428572
"AC011933.1",25.4628571428571
"AC011933.2",0.0107142857142857
"AC011997.1",0.00785714285714286
"AC012065.5",0.045
"AC012066.1",0.0514285714285714
"AC012146.7",31.5542857142857
"AC012215.1",0.260714285714286
"AC012307.3",2.85
"AC012309.5",0.156428571428571
"AC012314.8",0.0357142857142857
"AC012317.1",0.00571428571428571
"AC012318.3",241.292142857143
"AC012322.1",0
"AC012354.8",0.0164285714285714
"AC012358.7",0.332142857142857
"AC012358.8",0.126428571428571
"AC012360.2",0
"AC012360.6",0.145
"AC012363.13",0
"AC012363.4",0.0507142857142857
"AC012370.3",0
"AC012379.1",7.19071428571429
"AC012454.4",0
"AC012456.3",0.000714285714285714
"AC012487.2",0.66
"AC012493.1",0
"AC012501.2",0.0678571428571429
"AC012507.4",0.106428571428571
"AC012564.1",0
"AC012593.1",0
"AC012594.1",0.00285714285714286
"AC012613.2",0
"AC012615.1",4.48642857142857
"AC012668.1",0
"AC013264.2",0.122857142857143
"AC013267.1",0.169285714285714
"AC013268.3",0.0207142857142857
"AC013268.5",1.255
"AC013269.1",0.00357142857142857
"AC013271.3",0.0207142857142857
"AC013394.2",44.6971428571429
"AC013402.2",0.00571428571428571
"AC013403.13",0
"AC013404.1",0
"AC013429.5",0
"AC013448.1",0
"AC013449.1",0.136428571428571
"AC013470.6",0.0121428571428571
"AC013472.3",0.0714285714285714
"AC013474.4",0.0928571428571429
"AC013477.1",0
"AC013558.1",0
"AC013717.3",0.0742857142857143
"AC013731.1",0
"AC013733.5",0
"AC015688.3",0.0392857142857143
"AC015691.13",0.015
"AC015815.1",0
"AC015815.5",0
"AC015815.7",0
"AC015849.13",0.0335714285714286
"AC015849.14",0.0471428571428571
"AC015849.16",0.683571428571429
"AC015849.19",0
"AC015922.6",0.0135714285714286
"AC015933.2",0.00428571428571429
"AC015969.3",0.12
"AC015971.2",0.00571428571428571
"AC015977.5",0
"AC015987.1",0.00642857142857143
"AC015987.2",0.0257142857142857
"AC016292.3",0.641428571428571
"AC016405.1",0
"AC016586.1",0.192142857142857
"AC016626.2",0.0964285714285714
"AC016629.3",5.36428571428571
"AC016629.7",0.0521428571428571
"AC016629.8",0.863571428571429
"AC016644.1",0
"AC016683.6",17.4214285714286
"AC016691.2",0
"AC016700.3",0.202142857142857
"AC016700.4",0
"AC016700.5",0.303571428571429
"AC016700.6",0
"AC016708.2",1.64428571428571
"AC016712.1",0.00357142857142857
"AC016712.2",0.05
"AC016716.1",0.0521428571428571
"AC016722.1",0.0557142857142857
"AC016722.4",0.000714285714285714
"AC016723.4",38.8328571428571
"AC016724.6",0
"AC016725.4",2.01714285714286
"AC016730.1",0.0414285714285714
"AC016732.2",0.0292857142857143
"AC016734.1",0.0314285714285714
"AC016734.2",2.11714285714286
"AC016735.2",0.0371428571428571
"AC016737.1",0.00214285714285714
"AC016738.4",0.00928571428571429
"AC016739.1",0
"AC016739.2",15.1178571428571
"AC016747.3",7.32
"AC016757.3",2.03714285714286
"AC016831.7",0.132857142857143
"AC016894.1",0.175714285714286
"AC016907.3",0.01
"AC016994.2",0
"AC016995.3",0.203571428571429
"AC017002.1",0.272142857142857
"AC017002.2",0.962857142857143
"AC017048.3",1.225
"AC017074.2",0.197857142857143
"AC017076.5",0.149285714285714
"AC017079.4",0
"AC017080.1",0
"AC017081.1",0.0642857142857143
"AC017083.1",0
"AC017083.2",0.00714285714285714
"AC017099.3",2.38
"AC017101.10",0.00214285714285714
"AC017104.1",0
"AC017104.2",0
"AC017104.6",5.86857142857143
"AC017116.11",0.0885714285714286
"AC018462.2",1.18285714285714
"AC018462.3",0.904285714285714
"AC018463.4",0.05
"AC018463.5",0
"AC018464.3",0.0142857142857143
"AC018506.1",0
"AC018607.1",0
"AC018630.1",0
"AC018638.1",0
"AC018696.2",0
"AC018696.4",0
"AC018696.6",0
"AC018696.7",0
"AC018720.10",0.0264285714285714
"AC018737.1",4.02571428571429
"AC018737.6",0.00357142857142857
"AC018738.2",12.035
"AC018755.1",0.183571428571429
"AC018766.4",3.43214285714286
"AC018766.5",5.80357142857143
"AC018766.6",0.0364285714285714
"AC018804.6",0.302142857142857
"AC018804.7",1.84571428571429
"AC018816.3",0.662142857142857
"AC018865.11",0
"AC018865.8",0.466428571428571
"AC018867.2",0
"AC018890.6",0.311428571428571
"AC018892.9",0.00714285714285714
"AC019050.1",0.00357142857142857
"AC019068.2",0.0278571428571429
"AC019097.7",0.340714285714286
"AC019109.1",0
"AC019129.1",0.0957142857142857
"AC019178.3",0
"AC019181.3",0.0285714285714286
"AC019185.4",0
"AC019201.1",0
"AC019205.2",0
"AC019221.4",0.363571428571429
"AC020550.7",0
"AC020571.3",1.425
"AC020594.5",0.25
"AC020663.1",2.95142857142857
"AC020743.2",0.0235714285714286
"AC020892.1",0
"AC020900.2",0
"AC020907.2",0.345714285714286
"AC020910.2",0.502857142857143
"AC020934.1",0
"AC020947.2",0.0257142857142857
"AC020956.3",0.00285714285714286
"AC020983.5",0.00571428571428571
"AC021016.7",0.00714285714285714
"AC021016.8",0.105714285714286
"AC021021.2",0
"AC021052.1",0
"AC021106.1",0.0464285714285714
"AC021224.1",0.08
"AC021593.1",0.035
"AC021860.1",0.0992857142857143
"AC021876.4",0
"AC022007.5",0.410714285714286
"AC022154.7",0.202857142857143
"AC022182.1",0.164285714285714
"AC022182.2",0.045
"AC022182.3",0.605714285714286
"AC022201.5",0
"AC022210.2",1.15928571428571
"AC022311.1",0.0371428571428571
"AC022431.1",16.8428571428571
"AC022431.3",0
"AC022498.1",0.0421428571428571
"AC022532.1",0.124285714285714
"AC022681.1",0
"AC022816.2",0
"AC022819.3",0.0571428571428572
"AC023115.1",0
"AC023115.4",0
"AC023237.1",0
"AC023274.4",0
"AC023347.1",0.26
"AC023481.1",0.0264285714285714
"AC023490.1",1.14571428571429
"AC023590.1",0.345714285714286
"AC023632.1",0.000714285714285714
"AC024162.2",0.345
"AC024560.3",19.7464285714286
"AC024592.12",3.25285714285714
"AC024592.9",0
"AC024704.2",1.065
"AC024937.4",0
"AC024937.6",0
"AC024940.1",0.0435714285714286
"AC025165.1",0
"AC025166.1",0
"AC025171.1",1.49428571428571
"AC025262.1",0
"AC025263.3",0.00857142857142857
"AC025278.1",0.0121428571428571
"AC025335.1",1.81
"AC025442.3",0
"AC025678.1",0
"AC025750.5",0.0114285714285714
"AC025918.2",0
"AC026150.5",0.06
"AC026202.3",0.804285714285714
"AC026271.5",0.668571428571428
"AC026310.1",0.0464285714285714
"AC026318.1",0
"AC026407.1",0
"AC026703.1",2.57357142857143
"AC026806.2",2.55714285714286
"AC027269.2",0.0221428571428571
"AC027307.3",0.556428571428571
"AC027320.1",0
"AC027601.1",0.00142857142857143
"AC027612.1",0.131428571428571
"AC027612.3",0.229285714285714
"AC027612.4",0.0371428571428571
"AC027612.6",15.8371428571429
"AC027763.2",9.13214285714286
"AC027806.1",0
"AC032027.1",0
"AC034102.1",2.95714285714286
"AC034187.2",0
"AC034193.5",11.075
"AC034193.7",0
"AC034198.7",0
"AC034220.3",3.92642857142857
"AC034228.7",0
"AC037459.4",9.13214285714286
"AC040173.1",2.67214285714286
"AC040977.1",0.106428571428571
"AC046143.2",0
"AC046143.3",0.722142857142857
"AC048346.1",0
"AC048382.4",0
"AC053503.6",0
"AC055764.1",0
"AC055811.5",0.595714285714286
"AC061975.1",0
"AC061975.10",0
"AC061975.4",0
"AC061975.6",0
"AC061975.7",0
"AC061992.2",0.125
"AC062028.1",0.03
"AC062029.1",1.63
"AC063976.3",0.256428571428571
"AC063976.7",0
"AC064834.1",0.095
"AC064836.3",0
"AC064850.4",0.394285714285714
"AC064852.4",0
"AC064852.5",0
"AC064872.1",0.141428571428571
"AC066593.1",0.127142857142857
"AC067852.1",0
"AC067945.2",0.00285714285714286
"AC067945.3",0.327142857142857
"AC068020.1",0
"AC068039.4",0.127142857142857
"AC068137.13",0
"AC068196.1",0
"AC068279.1",0
"AC068282.3",0.0928571428571429
"AC068286.1",0
"AC068491.3",0.00142857142857143
"AC068522.4",0.24
"AC068533.7",1.5
"AC068538.2",0
"AC068580.6",0
"AC068620.1",0.0178571428571429
"AC068657.2",0.0328571428571429
"AC068706.2",0
"AC068718.1",2.37642857142857
"AC068831.10",0.671428571428572
"AC068831.15",0.0364285714285714
"AC068831.6",0.0685714285714286
"AC068896.1",0
"AC068987.1",0.472857142857143
"AC069200.1",0
"AC069277.2",6.21071428571429
"AC069278.4",0.61
"AC069282.6",0
"AC069363.1",0.259285714285714
"AC069513.4",0.223571428571429
"AC069547.1",0.00142857142857143
"AC069547.2",0
"AC072062.1",0.310714285714286
"AC073043.1",0.484285714285714
"AC073046.25",1.645
"AC073063.10",0.120714285714286
"AC073065.3",0.00285714285714286
"AC073071.1",0.015
"AC073072.7",0.0371428571428571
"AC073089.1",0
"AC073135.7",0
"AC073136.1",0
"AC073218.2",0.959285714285714
"AC073236.3",34.5428571428571
"AC073254.1",0.00428571428571429
"AC073257.1",0
"AC073264.10",0
"AC073283.4",0.715
