"","V1"
"GADL1",0.0164285714285714
"GAGE1",14.565
"GAGE10",0.0292857142857143
"GAGE12B",0
"GAGE12C",0.005
"GAGE12D",0.005
"GAGE12E",0.00285714285714286
"GAGE12F",0.00142857142857143
"GAGE12G",0.00142857142857143
"GAGE12H",0
"GAGE12I",10.6457142857143
"GAGE12J",0.0135714285714286
"GAGE13",0.00928571428571429
"GAGE2A",0.0235714285714286
"GAGE2B",1.05285714285714
"GAGE2C",9.57571428571429
"GAGE2D",14.3057142857143
"GAGE2E",0.0307142857142857
"GAK",31.23
"GAL",28.6071428571429
"GAL3ST3",2.56785714285714
"GAL3ST4",2.71571428571429
"GALC",9.50142857142857
"GALE",47.88
"GALK1",20.2935714285714
"GALK2",18.77
"GALM",12.7021428571429
"GALNS",7.57142857142857
"GALNT1",30.0157142857143
"GALNT10",45.1228571428571
"GALNT11",18.9528571428571
"GALNT12",14.9221428571429
"GALNT13",1.85357142857143
"GALNT14",8.01928571428571
"GALNT15",0.986428571428571
"GALNT16",1.01357142857143
"GALNT18",4.36142857142857
"GALNT2",41.5692857142857
"GALNT3",0.581428571428572
"GALNT4",2.60428571428571
"GALNT5",13.2735714285714
"GALNT6",7.92142857142857
"GALNT7",20.8114285714286
"GALNT8",0.502142857142857
"GALNTL5",0.00571428571428571
"GALNTL6",0.171428571428571
"GALT",19.93
"GAMT",25.3521428571429
"GAN",2.44142857142857
"GANAB",158.851428571429
"GANC",9.95714285714286
"GAP43",1.00785714285714
"GAPDH",7383.97428571428
"GAPDHP1",4.86714285714286
"GAPDHP2",0.00142857142857143
"GAPDHP21",0.0557142857142857
"GAPDHP23",0.000714285714285714
"GAPDHP24",0.02
"GAPDHP25",0
"GAPDHP28",0
"GAPDHP33",0.01
"GAPDHP38",0.0235714285714286
"GAPDHP40",0.00928571428571429
"GAPDHP44",0.005
"GAPDHP46",0
"GAPDHP47",0.0178571428571429
"GAPDHP55",0
"GAPDHP59",0.0235714285714286
"GAPDHP60",0.129285714285714
"GAPDHP61",0.00285714285714286
"GAPDHP62",0.927857142857143
"GAPDHP63",0.0364285714285714
"GAPDHP64",0.00142857142857143
"GAPDHP65",0.914285714285714
"GAPDHP66",0.218571428571429
"GAPDHP67",0
"GAPDHP68",0
"GAPDHP69",0.00571428571428571
"GAPDHP70",0
"GAPDHP71",0.00142857142857143
"GAPDHP72",0.0642857142857143
"GAPDHP73",0
"GAPVD1",14.5842857142857
"GAR1",41.5664285714286
"GAREM",1.16785714285714
"GAREML",4.15071428571429
"GARNL3",3.31071428571429
"GARS",278.014285714286
"GART",64.2364285714286
"GAS2",11.6664285714286
"GAS2L1",4.96642857142857
"GAS2L3",3.59
"GAS5",901.907142857143
"GAS5-AS1",0.350714285714286
"GAS6",78.9114285714286
"GAS6-AS2",1.28857142857143
"GAS7",7.01357142857143
"GAS8",8.28285714285714
"GATA1",36.6957142857143
"GATA2",16.7492857142857
"GATA3",0.272142857142857
"GATAD1",23.1842857142857
"GATAD2A",35.0507142857143
"GATAD2B",4.42214285714286
"GATC",22.8821428571429
"GATM",18.2607142857143
"GATS",0.127857142857143
"GATSL3",8.37428571428572
"GBA",13.4121428571429
"GBA2",35.8421428571429
"GBA3",0.879285714285714
"GBAP1",5.13285714285714
"GBAS",47.6928571428571
"GBE1",21.8035714285714
"GBF1",14.1214285714286
"GBGT1",4.82928571428571
"GBP1",4.80142857142857
"GBP1P1",0.0207142857142857
"GBP2",2.03642857142857
"GBP3",2.59142857142857
"GBP4",4.77857142857143
"GBP5",0.347142857142857
"GBP6",0.335
"GBP7",0
"GCA",15.1985714285714
"GCAT",18.5978571428571
"GCC1",5.93642857142857
"GCC2",12.6171428571429
"GCDH",29.4871428571429
"GCFC2",16.36
"GCH1",10.7321428571429
"GCHFR",30.7478571428571
"GCK",0.338571428571429
"GCLC",24.4242857142857
"GCLM",29.03
"GCM1",0.0228571428571429
"GCN1L1",49.8421428571429
"GCNT1",5.35428571428571
"GCNT2",6.08642857142857
"GCNT3",13.0885714285714
"GCNT4",0.152857142857143
"GCOM1",0.179285714285714
"GCOM2",0.0892857142857143
"GCSAM",55.3785714285714
"GCSH",54.1464285714286
"GCSHP2",0
"GCSHP3",0.0592857142857143
"GCSHP5",9.915
"GDA",5.83928571428571
"GDAP1",8.59285714285714
"GDAP1L1",6.24142857142857
"GDAP2",9.31571428571428
"GDE1",25.9271428571429
"GDF11",6.37928571428571
"GDF15",21.3764285714286
"GDF3",0.386428571428571
"GDF5",2.28285714285714
"GDF5OS",0.0121428571428571
"GDF6",0.152142857142857
"GDI1",92.6542857142857
"GDI2",178.134285714286
"GDI2P1",0
"GDI2P2",0.255714285714286
"GDPD1",3.60571428571429
"GDPD2",6.545
"GDPD3",1.77928571428571
"GDPD5",7.92142857142857
"GDPGP1",2.61142857142857
"GEM",4.965
"GEMIN2",31.4721428571429
"GEMIN4",19.4735714285714
"GEMIN5",11.7121428571429
"GEMIN6",16.0578571428571
"GEMIN7",36.2928571428572
"GEMIN8",23.8228571428571
"GEMIN8P4",3.08785714285714
"GEN1",15.8421428571429
"GET4",42.8057142857143
"GFAP",0.420714285714286
"GFER",21.2328571428571
"GFI1B",9.62214285714286
"GFM1",29.555
"GFM2",31.9157142857143
"GFOD1",7.59214285714286
"GFOD1-AS1",0.0371428571428571
"GFOD2",12.5471428571429
"GFPT1",16.445
"GFPT2",13.8557142857143
"GFRA1",1.67785714285714
"GFRA2",0.371428571428571
"GFRAL",0.000714285714285714
"GGA1",40.7214285714286
"GGA2",54.64
"GGA3",30.4592857142857
"GGCT",55.6242857142857
"GGCX",23.105
"GGH",35.5264285714286
"GGNBP2",55.3907142857143
"GGPS1",29.2285714285714
"GGT1",13.8228571428571
"GGT2",0.0828571428571429
"GGT3P",0.141428571428571
"GGT6",0.0678571428571429
"GGT7",10.9678571428571
"GGTLC1",0
"GGTLC2",0.0414285714285714
"GGTLC3",0.00785714285714286
"GHDC",9.76857142857143
"GHITM",187.515714285714
"GHR",1.29285714285714
"GHRL",0.426428571428571
"GHRLOS",0.972857142857143
"GID4",4.28071428571428
"GID8",39.8385714285714
"GIGYF1",14.3142857142857
"GIGYF2",23.4407142857143
"GIMAP1",0.305
"GIMAP2",15.0207142857143
"GIMAP6",9.14785714285714
"GIMAP7",1.01714285714286
"GIMAP8",1.84928571428571
"GIN1",4.81928571428571
"GINM1",14.2871428571429
"GINS1",21.4571428571429
"GINS2",26.105
"GINS3",12.03
"GINS4",23.6842857142857
"GIP",0.725
"GIPC1",36.7628571428571
"GIPC2",0.0557142857142857
"GIPC3",0.665
"GIPR",8.66857142857143
"GIT1",25.52
"GIT2",23.9328571428571
"GJA1",65.3235714285714
"GJA1P1",0.00428571428571429
"GJB7",0.0685714285714286
"GJC1",7.78714285714286
"GJC3",0.302142857142857
"GK",6.70428571428571
"GK-AS1",0
"GK-IT1",0.00428571428571429
"GK3P",0.0121428571428571
"GK5",9.195
"GKAP1",3.265
"GLA",50.0571428571429
"GLB1",37.77
"GLB1L",3.32642857142857
"GLB1L2",6.00642857142857
"GLB1L3",1.87714285714286
"GLCCI1",17.4857142857143
"GLCE",9.31285714285714
"GLDC",25.565
"GLDCP1",0.158571428571429
"GLE1",23.6842857142857
"GLG1",33.9492857142857
"GLI1",6.42
"GLI2",5.38
"GLI3",1.19785714285714
"GLI4",11.555
"GLIPR1",37.2907142857143
"GLIPR1L1",0.085
"GLIPR1L2",0.312142857142857
"GLIPR2",7.20285714285714
"GLIS2",2.40357142857143
"GLIS3",2.84
"GLIS3-AS1",0.00142857142857143
"GLMN",8.56571428571429
"GLO1",109.169285714286
"GLOD4",50.7328571428571
"GLOD5",0.699285714285714
"GLP2R",6.81928571428571
"GLRA1",0.00214285714285714
"GLRA2",0
"GLRA3",0.0242857142857143
"GLRX",105.877142857143
"GLRX2",22.1171428571429
"GLRX3",100.065714285714
"GLRX5",43.2221428571429
"GLRXP",0
"GLRXP3",0
"GLS",68.1307142857143
"GLS2",2.69571428571429
"GLT1D1",7.26928571428571
"GLT6D1",0.195
"GLT8D1",45.5285714285714
"GLT8D2",4.69714285714286
"GLTP",11.3464285714286
"GLTPD1",6.63785714285714
"GLTPP1",0.0207142857142857
"GLTSCR1",1.50142857142857
"GLTSCR1L",6.64928571428571
"GLTSCR2",153.628571428571
"GLUD1",58.8235714285714
"GLUD1P2",2.18642857142857
"GLUD1P3",1.69357142857143
"GLUD1P6",0.0135714285714286
"GLUD1P7",0
"GLUD1P8",0
"GLUD2",1.92285714285714
"GLUL",335.717142857143
"GLULP3",0
"GLULP4",0.0114285714285714
"GLYATL1",0.677142857142857
"GLYATL1P2",0
"GLYCTK",8.28714285714286
"GLYCTK-AS1",0.261428571428571
"GLYR1",41.5171428571429
"GM2A",22.4907142857143
"GMCL1",10.1778571428571
"GMCL1P1",0.0107142857142857
"GMDS",15.6542857142857
"GMDS-AS1",4.89714285714286
"GMEB1",5.88428571428571
"GMEB2",7.24142857142857
"GMFB",17.8692857142857
"GMFG",53.8635714285714
"GMIP",8.07357142857143
"GMNN",74.9428571428572
"GMPPA",54.9364285714286
"GMPPB",12.4257142857143
"GMPR",13.33
"GMPR2",41.29
"GMPS",55.3778571428571
"GMPSP1",0.454285714285714
"GNA11",8.28785714285714
"GNA12",39.0371428571429
"GNA13",28.2914285714286
"GNA14",0.481428571428571
"GNA15",2.95285714285714
"GNAI1",8.57642857142857
"GNAI2",227.395
"GNAI3",44.2707142857143
"GNAL",2.89357142857143
"GNAO1",1.10071428571429
"GNAQ",23.2635714285714
"GNAQP1",0.211428571428571
"GNAS",490.76
"GNAS-AS1",1.05142857142857
"GNAT2",0.145714285714286
"GNAZ",1.19857142857143
"GNB1",194.331428571429
"GNB1L",10.4385714285714
"GNB2",106.515
"GNB2L1",3292.13142857143
"GNB3",3.96071428571429
"GNB4",10.1935714285714
"GNB5",14.625
"GNE",11.2635714285714
"GNG10",29.2871428571429
"GNG11",4.02642857142857
"GNG12",25.8964285714286
"GNG12-AS1",0.190714285714286
"GNG2",18.455
"GNG3",1.06
"GNG4",11.8307142857143
"GNG5",92.9685714285714
"GNG5P2",0.0921428571428572
"GNG5P3",0
"GNG7",2
"GNGT1",0.06
"GNGT2",10.2807142857143
"GNL1",34.5257142857143
"GNL2",68.0228571428571
"GNL3",105.542142857143
"GNL3L",21.4957142857143
"GNL3LP1",1.72928571428571
"GNPAT",32.3771428571429
"GNPDA1",13.3078571428571
"GNPDA2",10.7514285714286
"GNPNAT1",20.7807142857143
"GNPTAB",16.9621428571429
"GNPTG",28.3935714285714
"GNRH1",2.77142857142857
"GNRHR",0
"GNRHR2",1.96
"GNRHR2P1",0
"GNS",28.7228571428571
"GOLGA1",10.18
"GOLGA2",42.2471428571429
"GOLGA2B",4.68928571428571
"GOLGA3",14.0357142857143
"GOLGA4",16.4357142857143
"GOLGA5",17.2421428571429
"GOLGA6A",0.165
"GOLGA6L1",0
"GOLGA6L10",0.205
"GOLGA6L3",0.0571428571428571
"GOLGA6L4",1.23142857142857
"GOLGA6L5",3.33428571428571
"GOLGA6L6",0
"GOLGA6L9",4.45857142857143
"GOLGA7",46.235
"GOLGA8A",68.575
"GOLGA8B",68.2507142857143
"GOLGA8CP",0.000714285714285714
"GOLGA8EP",0
"GOLGA8F",0.00642857142857143
"GOLGA8G",0.00428571428571429
"GOLGA8I",0.154285714285714
"GOLGA8M",0.105
"GOLGA8N",0.227857142857143
"GOLGA8O",0.315714285714286
"GOLGA8S",0.148571428571429
"GOLGB1",10.5435714285714
"GOLIM4",13.3078571428571
"GOLM1",25.1007142857143
"GOLPH3",33.7735714285714
"GOLPH3L",17.8342857142857
"GOLT1A",1.61857142857143
"GOLT1B",20.3778571428571
"GON4L",19.5214285714286
"GOPC",16.585
"GORAB",11.1007142857143
"GORASP1",37.7378571428571
"GORASP2",109.774285714286
"GOSR1",18.41
"GOSR2",72.1157142857143
"GOT1",37.5764285714286
"GOT2",49.62
"GOT2P2",0.0385714285714286
"GOT2P3",0.0142857142857143
"GP1BA",0.04
"GP1BB",16.4792857142857
"GP2",0.00357142857142857
"GP5",0.0357142857142857
"GP6",2.69428571428572
"GPAA1",45.7921428571428
"GPALPP1",12.6364285714286
"GPAM",4.60214285714286
"GPANK1",22.595
"GPAT2",0.185
"GPATCH1",6.54
"GPATCH11",8.385
"GPATCH2",3.69928571428571
"GPATCH2L",20.2028571428571
"GPATCH3",5.90214285714286
"GPATCH4",35.2585714285714
"GPATCH8",13.0071428571429
"GPBP1",43.0671428571429
"GPBP1L1",53.9457142857143
"GPC1",23.47
"GPC2",8.81428571428571
"GPC3",5.67857142857143
"GPC4",6.33214285714286
"GPC6",2.99142857142857
"GPCPD1",26.3557142857143
"GPD1L",6.67571428571429
"GPD2",16.8185714285714
"GPHA2",0.536428571428571
"GPHN",13.6014285714286
"GPI",175.466428571429
"GPKOW",19.4564285714286
"GPLD1",0.885714285714286
"GPM6A",3.22714285714286
"GPM6B",16.6492857142857
"GPN1",45.4585714285714
"GPN2",24.4214285714286
"GPN3",34.1164285714286
"GPNMB",3.02785714285714
"GPR1",0.25
"GPR107",17.4121428571429
"GPR108",36.7264285714286
"GPR110",0.00357142857142857
"GPR111",0.00785714285714286
"GPR113",0.37
"GPR114",5.18714285714286
"GPR12",0.0364285714285714
"GPR125",14.1864285714286
"GPR126",20.5871428571429
"GPR132",4.78642857142857
"GPR133",2.72857142857143
"GPR135",1.07
"GPR137",14.4485714285714
"GPR137B",5.67285714285714
"GPR137C",0.375
"GPR141",0.748571428571429
"GPR143",3.12428571428571
"GPR15",17.0221428571429
"GPR153",2.03357142857143
"GPR155",0.875714285714286
"GPR157",2.28214285714286
"GPR158",0.737857142857143
"GPR160",6.21357142857143
"GPR161",4.245
"GPR171",0.0142857142857143
"GPR173",1.66857142857143
"GPR174",14.2778571428571
"GPR176",37.4985714285714
"GPR18",2.12214285714286
"GPR180",2.55714285714286
"GPR183",46.6278571428571
"GPR19",2.71571428571429
"GPR21",0.211428571428571
"GPR22",0.000714285714285714
"GPR27",1.15642857142857
"GPR3",6.40142857142857
"GPR34",0.0364285714285714
"GPR37",0.663571428571428
"GPR37L1",0.0378571428571429
"GPR55",4.94214285714286
"GPR56",4.98571428571429
"GPR63",3.74642857142857
"GPR64",2.15785714285714
"GPR65",5.94071428571429
"GPR68",2.12428571428571
"GPR75",1.97071428571429
"GPR75-ASB3",17.9871428571429
"GPR82",0.237142857142857
"GPR83",0.0864285714285714
"GPR85",1.02642857142857
"GPR89A",23.795
"GPR89B",15.43
"GPR89C",3.06571428571429
"GPR98",12.11
"GPRASP1",0.330714285714286
"GPRASP2",2.51785714285714
"GPRC5A",57.1342857142857
"GPRC5B",19.5514285714286
"GPRC5C",15.51
"GPRIN1",3.15357142857143
"GPRIN2",2.91
"GPRIN3",2.31428571428571
"GPS1",87.3928571428571
"GPS2",38.8957142857143
"GPSM1",10.5414285714286
"GPSM2",12.8342857142857
"GPSM3",29.8835714285714
"GPT2",15.5142857142857
"GPX1",231.65
"GPX1P1",0.434285714285714
"GPX1P2",0
"GPX2",121.639285714286
"GPX3",9.50428571428571
"GPX4",401.704285714286
"GPX7",3.87071428571429
"GPX8",19.9135714285714
"GRAMD1A",65.9328571428571
"GRAMD1B",15.1814285714286
"GRAMD1C",1.38214285714286
"GRAMD2",0.119285714285714
"GRAMD3",5.47285714285714
"GRAMD4",16.335
"GRAMD4P3",0.0192857142857143
"GRAMD4P4",0.00285714285714286
"GRAMD4P7",0
"GRAP",9.26785714285714
"GRAP2",28.9421428571429
"GRAPL",7.08071428571429
"GRB10",14.9492857142857
"GRB14",2.78785714285714
"GRB2",79.2814285714286
"GRB7",6.03928571428571
"GREB1",1.22
"GREB1L",0.547142857142857
"GREM1",86.8557142857143
"GREM2",1.33357142857143
"GRHL1",1.62857142857143
"GRHL2",1.535
"GRHPR",115.530714285714
"GRIA1",0.132857142857143
"GRIA3",0.83
"GRIA4",1.03142857142857
"GRID2",1.68928571428571
"GRIK1",0.0642857142857143
"GRIK2",0.779285714285714
"GRIK4",0.536428571428571
"GRIK5",2.04285714285714
"GRIN2A",4.47
"GRIN2D",1.44071428571429
"GRINA",89.2228571428571
"GRIP1",1.07857142857143
"GRIP2",0.377142857142857
"GRIPAP1",19.08
"GRK4",1.97785714285714
"GRK6",33.305
"GRK7",0.00857142857142857
"GRM3",0.533571428571429
"GRM4",1.99357142857143
"GRM5",0.02
"GRM6",0.000714285714285714
"GRM7",0.0192857142857143
"GRM7-AS3",0.005
"GRM8",0.635
"GRN",125.25
"GRPEL1",32.6078571428571
"GRPEL2",13.2828571428571
"GRPEL2-AS1",0
"GRPEL2P2",0.00642857142857143
"GRPR",7.86
"GRSF1",54.7685714285714
"GRTP1",7.56928571428571
"GRTP1-AS1",0.00928571428571429
"GRWD1",26.2657142857143
"GS1-114I9.1",0.172142857142857
"GS1-115G20.1",0.005
"GS1-122H1.2",0.0664285714285714
"GS1-124K5.11",1.11214285714286
"GS1-124K5.12",6.83142857142857
"GS1-124K5.2",3.27
"GS1-124K5.3",2.99285714285714
"GS1-124K5.4",9.78714285714286
"GS1-124K5.6",0.0728571428571429
"GS1-174L6.4",0
"GS1-179L18.1",0.346428571428571
"GS1-184P14.2",2.10642857142857
"GS1-21A4.1",0
"GS1-21A4.2",0
"GS1-24F4.1",0
"GS1-251I9.3",0
"GS1-251I9.4",10.255
"GS1-257G1.1",0.321428571428572
"GS1-293C5.1",0.0971428571428571
"GS1-309P15.3",0
"GS1-309P15.4",0.00285714285714286
"GS1-358P8.4",3.40714285714286
"GS1-393G12.12",0.493571428571429
"GS1-44D20.1",0.837857142857143
"GS1-519E5.1",0.000714285714285714
"GS1-541M1.1",0
"GS1-57L11.1",0.757857142857143
"GS1-594A7.5",0
"GS1-5L10.1",0
"GS1-600G8.3",0.345714285714286
"GS1-72M22.1",0.95
"GSAP",9.38642857142857
"GSDMA",0.0357142857142857
"GSDMB",5.44071428571429
"GSDMC",0.0192857142857143
"GSDMD",17.6085714285714
"GSE1",24.9621428571429
"GSG1",0.294285714285714
"GSG1L",0.115
"GSG2",5.485
"GSK3A",38.46
"GSK3B",20.6435714285714
"GSKIP",16.5471428571429
"GSN",46.5921428571429
"GSN-AS1",0.00714285714285714
"GSPT1",78.875
"GSPT2",4.65857142857143
"GSR",54.0842857142857
"GSS",55.4878571428571
"GSTA4",8.96428571428571
"GSTCD",12.7614285714286
"GSTK1",111.753571428571
"GSTM1",10.9992857142857
"GSTM2",16.085
"GSTM2P1",0
"GSTM3",10.9685714285714
"GSTM4",22.2657142857143
"GSTM5",0.185
"GSTO1",160.209285714286
"GSTO2",4.815
"GSTO3P",0.00571428571428571
"GSTP1",885.467857142857
"GSTT1",27.1164285714286
"GSTT2",6.91214285714286
"GSTT2B",1.29357142857143
"GSTTP2",0.000714285714285714
"GSTZ1",15.5228571428571
"GTDC1",9.55357142857143
"GTF2A1",14.0664285714286
"GTF2A2",78.8635714285714
"GTF2B",32.2671428571429
"GTF2E1",13.5121428571429
"GTF2E2",50.9142857142857
"GTF2F1",34.0464285714286
"GTF2F2",26.3085714285714
"GTF2H1",30.32
"GTF2H2",23.8871428571429
"GTF2H2B",10.3142857142857
"GTF2H2C",37.8557142857143
"GTF2H3",34.5664285714286
"GTF2H4",34.8114285714286
"GTF2H5",3.60642857142857
"GTF2I",84.9042857142857
"GTF2IP1",5.48714285714286
"GTF2IRD1",11.0321428571429
"GTF2IRD1P1",0.00642857142857143
"GTF2IRD2",9.12857142857143
"GTF2IRD2B",9.37214285714286
"GTF2IRD2P1",0.00571428571428571
"GTF3A",89.805
"GTF3C1",30.2007142857143
"GTF3C2",61.2885714285714
"GTF3C3",27.915
"GTF3C4",5.50214285714286
"GTF3C5",52.8821428571428
"GTF3C6",39.6035714285714
"GTPBP1",25.8107142857143
"GTPBP10",26.2421428571429
"GTPBP2",77.0857142857143
"GTPBP3",29.87
"GTPBP4",58.0164285714286
"GTPBP6",23.1321428571429
"GTPBP8",16.5014285714286
"GTSE1",14.7242857142857
"GTSF1",148.045
"GUCA1A",2.21214285714286
"GUCD1",60.9314285714286
"GUCY1A2",0.0521428571428572
"GUCY1A3",2.45714285714286
"GUCY1B2",0.487142857142857
"GUCY1B3",4.68285714285714
"GUCY2C",0.183571428571429
"GUF1",13.2371428571429
"GUK1",178.055
"GULP1",21.5885714285714
"GUSB",38.3207142857143
"GUSBP1",13.6835714285714
"GUSBP11",8.13214285714286
"GUSBP2",2.84642857142857
"GUSBP3",6.045
"GUSBP4",1.685
"GUSBP5",0.687857142857143
"GUSBP6",0
"GUSBP8",0.0228571428571429
"GUSBP9",13.2492857142857
"GVINP1",1.59428571428571
"GVQW1",0.276428571428571
"GXYLT1",6.80357142857143
"GXYLT2",1.80071428571429
"GYG1",16.78
"GYG1P1",0
"GYG1P3",0.005
"GYG2",8.47071428571429
"GYG2-AS1",0
"GYG2P1",0.300714285714286
"GYLTL1B",19.3721428571429
"GYPA",27.7592857142857
"GYPB",51.5435714285714
"GYPC",104.658571428571
"GYPE",16.3107142857143
"GYS1",26.5528571428571
"GZF1",13.315
"H19",55.7271428571429
"H1F0",18.2907142857143
"H1FX",29.835
"H1FX-AS1",0.503571428571429
"H2AFJ",19.6314285714286
"H2AFV",181.342142857143
"H2AFX",71.9792857142857
"H2AFY",105.729285714286
"H2AFY2",4.61642857142857
"H2AFZ",531.315
"H2AFZP1",0
"H2AFZP3",0.171428571428571
"H2BFS",0.302142857142857
"H3F3A",227.990714285714
"H3F3AP3",0
"H3F3AP4",386.764285714286
"H3F3AP5",0.00642857142857143
"H3F3AP6",0.467857142857143
"H3F3B",612.121428571429
"H3F3BP1",0.114285714285714
"H3F3C",0.122857142857143
"H6PD",5.42142857142857
"HAAO",6.44642857142857
"HABP4",5.23285714285714
"HACE1",7.78071428571429
"HACL1",24.835
"HADH",28.9935714285714
"HADHA",95.4092857142857
"HADHAP1",0.00142857142857143
"HADHB",70.6164285714286
"HAGH",25.26
"HAGHL",22.5757142857143
"HAMP",0.123571428571429
"HAND2-AS1",0.474285714285714
"HAP1",0.495714285714286
"HAPLN1",0.0521428571428571
"HAPLN2",0.642857142857143
"HAPLN3",13.4807142857143
"HAPLN4",0.745
"HARBI1",3.08142857142857
"HARS",52.1492857142857
"HARS2",24.7842857142857
"HAS2",1.98571428571429
"HAS3",4.38857142857143
"HAT1",94.8028571428571
"HAUS1",48.4064285714286
"HAUS1P1",0
"HAUS1P2",0.00857142857142857
"HAUS2",25.4642857142857
"HAUS3",9.13642857142857
"HAUS4",46.1364285714286
"HAUS5",12.765
"HAUS6",12.5414285714286
"HAUS6P1",0.136428571428571
"HAUS7",29.2107142857143
"HAUS8",18.9764285714286
"HAVCR1",12.9435714285714
"HAVCR2",1.32357142857143
"HAX1",115.018571428571
"HBA1",274.811428571429
"HBA2",33.5757142857143
"HBB",0.148571428571429
"HBBP1",39.2528571428571
"HBD",6.81428571428571
"HBE1",630.384285714286
"HBEGF",5.03071428571428
"HBG1",1757.17857142857
"HBG2",4733.48857142857
"HBP1",21.6907142857143
"HBQ1",21.7242857142857
"HBS1L",60.3828571428572
"HBZ",106.614285714286
"HBZP1",16.02
"HCAR1",0.0214285714285714
"HCCAT3",0.07
"HCCS",30.7228571428571
"HCFC1",15.8107142857143
"HCFC1R1",34.5978571428571
"HCFC2",5.525
"HCG11",5.22142857142857
"HCG14",0.110714285714286
"HCG15",0.197142857142857
"HCG18",17.5421428571429
"HCG20",0.128571428571429
"HCG24",0.0135714285714286
"HCG25",1.30928571428571
"HCG27",3.52857142857143
"HCG4P11",0.0292857142857143
"HCG4P5",0.0578571428571429
"HCG4P8",0.00357142857142857
"HCK",3.51857142857143
"HCLS1",50.2835714285714
"HCN1",0.0878571428571429
"HCN3",4.265
"HCN4",0.360714285714286
"HCP5",21.7607142857143
"HCRT",0.00285714285714286
"HCST",10.8621428571429
"HDAC1",153.707857142857
"HDAC10",15.4835714285714
"HDAC11",3.64
"HDAC2",133.155
"HDAC3",85.1771428571429
"HDAC4",5.57571428571429
"HDAC5",21.9978571428571
"HDAC6",40.5128571428571
"HDAC7",24.7807142857143
"HDAC8",14.3807142857143
"HDAC9",3.00642857142857
"HDDC2",146.225714285714
"HDDC3",28.6557142857143
"HDGF",164.975
"HDGFP1",0
"HDGFRP2",22.9257142857143
"HDGFRP3",20.9021428571429
"HDHD1",32.6014285714286
"HDHD2",11.6842857142857
"HDHD3",13.3142857142857
"HDLBP",169.428571428571
"HDX",0.731428571428571
"HEATR1",19.3814285714286
"HEATR2",27.3821428571429
"HEATR3",13.4514285714286
"HEATR4",0.0578571428571429
"HEATR5A",13.8942857142857
"HEATR5B",12.9571428571429
"HEATR6",14.0964285714286
"HEBP1",10.3007142857143
"HEBP2",17.9964285714286
"HECA",2.06285714285714
"HECTD1",58.2785714285714
"HECTD2",3.14071428571429
"HECTD3",23.9628571428571
"HECTD4",10.9614285714286
"HECW1",2.00714285714286
"HECW1-IT1",0.00357142857142857
"HECW2",2.63
"HEG1",7.005
"HELB",3.01071428571429
"HELLS",33.435
"HELQ",7.02642857142857
"HELZ",11.4407142857143
"HELZ2",6.92214285714286
"HEMGN",29.5207142857143
"HEMK1",9.45571428571428
"HENMT1",2.74785714285714
"HEPACAM2",1.98214285714286
"HEPH",17.3057142857143
"HEPHL1",0.00857142857142857
"HERC1",30.32
"HERC2",26.3007142857143
"HERC2P10",0.0864285714285714
"HERC2P2",60.9685714285714
"HERC2P3",24.8014285714286
"HERC2P4",5.31
"HERC2P5",2.7
"HERC2P7",1.62071428571429
"HERC2P8",2.43642857142857
"HERC2P9",29.0585714285714
"HERC3",6.33285714285714
"HERC4",21.0878571428571
"HERC5",11.3657142857143
"HERC6",4.59857142857143
"HERPUD1",61.4914285714286
"HERPUD2",21.7107142857143
"HES1",12.3328571428571
"HES2",0.341428571428571
"HES4",7.78214285714286
"HES6",25.97
"HESX1",2.37285714285714
"HEXA",76.0728571428571
"HEXB",61.8085714285714
"HEXDC",13.3514285714286
"HEXIM1",10.2721428571429
"HEY1",2.22071428571429
"HEY2",1.01928571428571
"HEYL",0.833571428571429
"HFE",6.11785714285714
"HFM1",0.756428571428571
"HGD",13.31
"HGF",1.44714285714286
"HGS",72.1714285714286
"HGSNAT",10.6492857142857
"HHAT",5.14214285714286
"HHEX",17.0871428571429
"HHIP",0.963571428571428
"HHIPL2",2.30357142857143
"HHLA1",0.207142857142857
"HHLA2",0.235714285714286
"HHLA3",5.28142857142857
"HIAT1",32.7235714285714
"HIATL1",20.0842857142857
"HIATL2",18.9385714285714
"HIBADH",36.9821428571428
"HIBCH",17.8492857142857
"HIC2",8.16571428571429
"HID1",4.87357142857143
"HIF1A",71.7542857142857
"HIF1A-AS2",1.27071428571429
"HIF1AN",9.08642857142857
"HIF3A",4.74285714285714
"HIGD1A",130.797142857143
"HIGD1AP1",0.095
"HIGD1AP10",0
"HIGD1AP14",0.131428571428571
"HIGD1AP16",0.135
"HIGD1AP17",0
"HIGD2A",145.564285714286
"HILPDA",60.5664285714286
"HIN1L",0.0435714285714286
"HINFP",18.2471428571429
"HINT1",523.412857142857
"HINT1P1",0.005
"HINT2",30.6528571428571
"HINT3",3.29357142857143
"HIP1",12.0014285714286
"HIP1R",11.0735714285714
"HIPK1",22.3042857142857
"HIPK2",8.94142857142857
"HIPK3",10.4021428571429
"HIRA",28.9071428571429
"HIRIP3",13.0807142857143
"HIST1H1B",5.48357142857143
"HIST1H1C",469.25
"HIST1H1D",6.52571428571429
"HIST1H1E",21.0807142857143
"HIST1H1PS1",0.247857142857143
"HIST1H2AB",1.95285714285714
"HIST1H2AC",125.771428571429
"HIST1H2AD",11.0007142857143
"HIST1H2AE",53.1528571428572
